domain,owner,certified_date,cert_level,detail_url
phuongson.nhatrang.khanhhoa.gov.vn,UBND phường Phương Sơn tỉnh Khánh Hòa,14/07/2022,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongsonnhatrangkhanhhoagovvn-1626160354
phuongtiendo.thuathienhue.gov.vn,Sở Khoa học và Công nghệ tỉnh Thừa Thiên Huế,19/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongtiendothuathienhuegovvn-1626672431
phuongtranhungdao.thanhpho.quangngai.gov.vn,"UBND Phường Trần Hưng Đạo, Quảng Ngãi",02/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongtranhungdaothanhphoquangngaigovvn-1703824189
phuongtranphu.thanhpho.quangngai.gov.vn,"UBND Phường Trần Phú, Quảng Ngãi",02/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongtranphuthanhphoquangngaigovvn-1703825507
phuongtrung.thanhoai.hanoi.gov.vn,"UBND xã Phương Trung, Thanh Oai, Hà Nội",11/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongtrungthanhoaihanoigovvn-1702277907
phuongtruongquangtrong.thanhpho.quangngai.gov.vn,"UBND Phường Trương Quang Trọng, Quảng Ngãi",02/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongtruongquangtrongthanhphoquangngaigovvn-1703824249
phuongtu-unghoa.thudo.gov.vn,"UBND Xã Phương Tú, Hà Nội",17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongtu-unghoathudogovvn-1734402122
phuongvien.chodon.gov.vn,"Uỷ ban nhân dân xã Phương Viên, tỉnh Bắc Kạn",15/07/2022,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuongvienchodongovvn-1650422858
phuson.bimson.thanhhoa.gov.vn,UBND phường Phú Sơn tỉnh Thanh Hóa,29/05/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phusonbimsonthanhhoagovvn-1716892511
phuson.nhoquan.ninhbinh.gov.vn,"UBND xã Phú Sơn, tỉnh Ninh Bình",19/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phusonnhoquanninhbinhgovvn-1626430029
phuson.quanhoa.thanhhoa.gov.vn,UBND xã Phú Sơn huyện Quan Hóa tỉnh Thanh Hóa,03/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phusonquanhoathanhhoagovvn-1719993091
phuson.thuathienhue.gov.vn,UBND xã Phú Sơn tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phusonthuathienhuegovvn-1626317571
phuson.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Phú Sơn, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phusontpthanhhoathanhhoagovvn-1727318420
phuthanh.phutan.angiang.gov.vn,Xã Phú Thành tỉnh An Giang,09/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthanhphutanangianggovvn-1699349465
phuthanh.quanhoa.thanhhoa.gov.vn,UBND xã Phú Thanh tỉnh Thanh Hóa,03/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthanhquanhoathanhhoagovvn-1719993183
phuthanh.thuathienhue.gov.vn,UBND xã Phú Thanh tỉnh Thừa Thiên Huế,17/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthanhthuathienhuegovvn-1626317651
phuthanh.vinhlong.gov.vn,UBND xã Phú Thành tỉnh Vĩnh Long,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthanhvinhlonggovvn-1626268139
phuthanh1.phutan.angiang.gov.vn,Xã Phú Thạnh tỉnh An Giang,09/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthanh1phutanangianggovvn-1699348902
phuthi.gialam.hanoi.gov.vn,"UBND xã Phú Thị, Gia Lâm, Hà Nội",11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthigialamhanoigovvn-1731049695
phuthinh.sontay.hanoi.gov.vn,"UBND phường  Phú Thịnh, Hà Nội",20/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthinhsontayhanoigovvn-1718873272
phuthinh.vinhlong.gov.vn,UBND xã Phú Thịnh tỉnh Vĩnh Long,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthinhvinhlonggovvn-1626267930
phutho.phutan.angiang.gov.vn,Xã Phú Thọ tỉnh An Giang,09/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthophutanangianggovvn-1699349052
phuthong.bachthong.gov.vn,UBND thị trấn Phủ Thông tỉnh Bắc Kạn,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthongbachthonggovvn-1712714253
phuthuan.phuvang.thuathienhue.gov.vn,UBND xã Phú Thuận Phú Vang tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthuanphuvangthuathienhuegovvn-1626317721
phuthuan.thoaison.angiang.gov.vn,UBND Xã Phú Thuận tỉnh An Giang,09/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthuanthoaisonangianggovvn-1699411890
phuthuong.tayho.hanoi.gov.vn,"UBND phường Phú Thượng, Hà Nội",20/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthuongtayhohanoigovvn-1718870732
phuthuong.thuathienhue.gov.vn,UBND xã Phú Thượng tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuthuongthuathienhuegovvn-1626317928
phuvang.thuathienhue.gov.vn,"UBND huyện Phú Vang, tỉnh Thừa Thiên Huế",15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuvangthuathienhuegovvn-1626321911
phuvinh.tanchau.angiang.gov.vn,UBND Xã Phú Vĩnh tỉnh An Giang,09/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuvinhtanchauangianggovvn-1699360758
phuvinh.thuathienhue.gov.vn,UBND xã Phú Vinh tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuvinhthuathienhuegovvn-1626318003
phuxuan.phutan.angiang.gov.vn,Xã Phú Xuân tỉnh An Giang,09/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuxuanphutanangianggovvn-1699349515
phuxuan.quanhoa.thanhhoa.gov.vn,"UBND xã Phú Xuân, huyện Quan Hóa, tỉnh Thanh Hóa",03/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuxuanquanhoathanhhoagovvn-1719993033
phuxuan.thoxuan.thanhhoa.gov.vn,UBND xã Phú Xuân tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuxuanthoxuanthanhhoagovvn-1712737427
phuxuan.thuathienhue.gov.vn,UBND xã Phú Xuân tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/phuxuanthuathienhuegovvn-1626318075
portalgissonganh.thuathienhue.gov.vn,Sở Thông tin và Truyền thông tỉnh Thừa Thiên Huế,20/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/portalgissonganhthuathienhuegovvn-1626776209
ptdtntvancanhbinhdinh.edu.vn,"Trường PTDTNT THCSTHPT Vân Canh, tỉnh Bình Định",10/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ptdtntvancanhbinhdinheduvn-1691576964
punhi.muonglat.thanhhoa.gov.vn,"UBND Xã Pù Nhi, tỉnh Thanh Hóa",17/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/punhimuonglatthanhhoagovvn-1705457564
pvhtt.nhatrang.khanhhoa.gov.vn,"Phòng Văn hóa và Thông tin thành phố Nha Trang, tỉnh Khánh Hòa",09/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/pvhttnhatrangkhanhhoagovvn-1691561365
qbtte.thanhhoa.gov.vn,Quỹ Bảo trợ trẻ em tỉnh Thanh Hóa,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qbttethanhhoagovvn-1729133104
qc.thuathienhue.gov.vn,UBND tỉnh Thừa Thiên Huế,19/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qcthuathienhuegovvn-1626680780
qlath.toaan.gov.vn,Tòa án nhân dân tối cao,07/04/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qlathtoaangovvn-1680839321
qlhstnmt.thuathienhue.gov.vn,Sở Tài nguyên và Môi trường tỉnh Thừa Thiên Huế,19/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qlhstnmtthuathienhuegovvn-1626673415
qllltp.moj.gov.vn,Bộ Tư pháp,14/07/2022,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qllltpmojgovvn-1625736895
qlte.thuathienhue.gov.vn,Sở Lao động - Thương binh và Xã hội tỉnh Thừa Thiên Huế,19/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qltethuathienhuegovvn-1626673854
qltt.thuathienhue.gov.vn,Cục Quản Lý Thị Trường Tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qlttthuathienhuegovvn-1626318426
qlttldxh.thuathienhue.gov.vn,Sở Lao động - Thương binh và Xã hội tỉnh Thừa Thiên Huế,20/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qlttldxhthuathienhuegovvn-1626774819
qso.gov.vn,Cục Thống kê tỉnh Quảng Nam,26/06/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qsogovvn-1687508752
qtmt.thuathienhue.gov.vn,UBND tỉnh Thừa Thiên Huế,21/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/qtmtthuathienhuegovvn-1626846482
quangan.tayho.hanoi.gov.vn,"UBND phường Quảng An, Hà Nội",20/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangantayhohanoigovvn-1718870595
quangan.thuathienhue.gov.vn,UBND xã Quảng An tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanganthuathienhuegovvn-1626318159
quangbach.chodon.backan.gov.vn,Uỷ ban nhân dân xã Quảng Bạch tỉnh Bắc Kạn,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangbachchodonbackangovvn-1712712932
quangbach.chodon.gov.vn,"Uỷ ban nhân dân xã Quảng Bạch, tỉnh Bắc Kạn",24/05/2022,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangbachchodongovvn-1650424933
quangbinh.customs.gov.vn,Cục Hải quan tỉnh Quảng Bình,11/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangbinhcustomsgovvn-1691727638
quangbinh.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Bình Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangbinhquangxuongthanhhoagovvn-1723523077
quangcat.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Quảng Cát, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangcattpthanhhoathanhhoagovvn-1727318893
quangchau.samson.thanhhoa.gov.vn,UBND phường Quảng Châu tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangchausamsonthanhhoagovvn-1712732274
quangchieu.muonglat.thanhhoa.gov.vn,"UBND Xã Quang Chiểu, tỉnh Thanh Hóa",17/01/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangchieumuonglatthanhhoagovvn-1705457403
quangchinh.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Chính Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangchinhquangxuongthanhhoagovvn-1723523224
quangchu.chomoi.gov.vn,UBND huyện Chợ Mới tỉnh Bắc Kạn,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangchuchomoigovvn-1712635485
quangcong.thuathienhue.gov.vn,UBND xã Quảng Công tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangcongthuathienhuegovvn-1626318335
quangcu.samson.thanhhoa.gov.vn,UBND phường Quảng Cư tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangcusamsonthanhhoagovvn-1712732164
quangdai.samson.thanhhoa.gov.vn,UBND xã Quảng Đại tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangdaisamsonthanhhoagovvn-1712732679
quangdien.thuathienhue.gov.vn,"UBND huyện Quảng Điền, tỉnh Thừa Thiên Huế",15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangdienthuathienhuegovvn-1626321993
quangdinh.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Định Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangdinhquangxuongthanhhoagovvn-1723523263
quangdong.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Quảng Đông, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangdongtpthanhhoathanhhoagovvn-1727318922
quangduc.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Đức Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangducquangxuongthanhhoagovvn-1723523294
quanggiao.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Giao Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanggiaoquangxuongthanhhoagovvn-1723523336
quanghai.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Hải Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghaiquangxuongthanhhoagovvn-1723523375
quanghan.trungkhanh.caobang.gov.vn,"UBND xã Quang Hán, huyện Trùng Khánh, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghantrungkhanhcaobanggovvn-1703472338
quanghoa.caobang.gov.vn,"UBND huyện Quảng Hòa, tỉnh Cao Bằng",29/06/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghoacaobanggovvn-1688026494
quanghoa.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Hòa Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghoaquangxuongthanhhoagovvn-1723523417
quanghung.quanghoa.caobang.gov.vn,"UBND xã Quảng Hưng, huyện Quảng Hòa, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghungquanghoacaobanggovvn-1703218455
quanghung.samson.thanhhoa.gov.vn,UBND xã Quảng Hùng tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghungsamsonthanhhoagovvn-1712732523
quanghung.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Quảng Hưng, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanghungtpthanhhoathanhhoagovvn-1727318468
quangkhe.babe.gov.vn,"UBND xã Quảng Khê, huyện Ba Bể, tỉnh Bắc Kạn",10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangkhebabegovvn-1712637757
quangkhe.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Khê Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangkhequangxuongthanhhoagovvn-1723523483
quanglam.baolam.caobang.gov.vn,"UBND xã Quảng Lâm, huyện Bảo Lâm, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanglambaolamcaobanggovvn-1703420196
quangloc.hauloc.thanhhoa.gov.vn,"UBND xã Quang Lộc, Huyện Hậu Lộc, tỉnh Thanh Hóa",21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanglochaulocthanhhoagovvn-1724210966
quangloi.thuathienhue.gov.vn,UBND xã Quảng Lợi tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangloithuathienhuegovvn-1626318401
quanglong.halang.caobang.gov.vn,"UBND xã Quang Long, huyện Hạ Lang, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quanglonghalangcaobanggovvn-1703474910
quangminh.samson.thanhhoa.gov.vn,UBND xã Quảng Minh tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangminhsamsonthanhhoagovvn-1712732474
quangnam.customs.gov.vn,Cục Hải quan tỉnh Quảng Nam,11/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangnamcustomsgovvn-1691727555
quangngai.customs.gov.vn,Cục Hải quan tỉnh Quảng Ngãi,11/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangngaicustomsgovvn-1691728155
quangngan.thuathienhue.gov.vn,UBND xã Quảng Ngạn tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangnganthuathienhuegovvn-1626318479
quangnham.thuathienhue.gov.vn,UBND xã Quảng Nhâm tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangnhamthuathienhuegovvn-1626318755
quangninh.customs.gov.vn,Cục Hải quan tỉnh Quảng Ninh,11/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangninhcustomsgovvn-1691727416
quangphu.thoxuan.thanhhoa.gov.vn,UBND xã Quảng Phú tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangphuthoxuanthanhhoagovvn-1712737150
quangphu.thuathienhue.gov.vn,UBND xã Quảng Phú tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangphuthuathienhuegovvn-1626318958
quangphu.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Quảng Phú, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangphutpthanhhoathanhhoagovvn-1727318956
quangphuc.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Phúc Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangphucquangxuongthanhhoagovvn-1723523810
quangphucau-unghoa.thudo.gov.vn,"UBND Xã Quảng Phú Cầu, Hà Nội",17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangphucau-unghoathudogovvn-1734401102
quangphuoc.thuathienhue.gov.vn,UBND xã Quảng Phước tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangphuocthuathienhuegovvn-1626319044
quangthai.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Thái Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthaiquangxuongthanhhoagovvn-1723523851
quangthai.thuathienhue.gov.vn,UBND xã Quảng Thái tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthaithuathienhuegovvn-1626319200
quangthang.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Quảng Thắng, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthangtpthanhhoathanhhoagovvn-1727318554
quangthanh.nguyenbinh.caobang.gov.vn,"UBND xã Quang Thành, huyện Nguyên Bình, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthanhnguyenbinhcaobanggovvn-1703427570
quangthanh.thuathienhue.gov.vn,UBND xã Quảng Thành tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthanhthuathienhuegovvn-1626319291
quangthanh.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Quảng Thành, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthanhtpthanhhoathanhhoagovvn-1727318506
quangthien.kimson.ninhbinh.gov.vn,"Uỷ ban nhân dân xã Quang Thiện, huyện Kim Sơn, tỉnh Ninh Bình",27/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthienkimsonninhbinhgovvn-1719454598
quangthinh.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Quảng Thịnh, Thành phố Thanh Hóa, tỉnh Thanh Hóa",26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthinhtpthanhhoathanhhoagovvn-1727319039
quangtho.samson.thanhhoa.gov.vn,UBND phường Quảng Thọ tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthosamsonthanhhoagovvn-1712732331
quangtho.thuathienhue.gov.vn,UBND xã Quảng Thọ tỉnh Thừa Thiên Huế,15/07/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthothuathienhuegovvn-1626319450
quangthuan.bachthong.gov.vn,UBND xã Quang Thuận tỉnh Bắc Kạn,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangthuanbachthonggovvn-1712714080
quangtien.samson.thanhhoa.gov.vn,UBND phường Quảng Tiến tỉnh Thanh Hóa,10/04/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtiensamsonthanhhoagovvn-1712732206
quangtrach.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Trạch Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrachquangxuongthanhhoagovvn-1723523887
quangtri.customs.gov.vn,Cục Hải quan tỉnh Quảng Trị,11/08/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtricustomsgovvn-1691727474
quangtri.dateh.lamdong.gov.vn,"UBND xã Quảng Trị, huyện Đạ Tẻh",28/11/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtridatehlamdonggovvn-1701073906
quangtrong.thachan.caobang.gov.vn,"UBND xã Quang Trọng, huyện Thạch An, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrongthachancaobanggovvn-1703219030
quangtrung.bimson.thanhhoa.gov.vn,"UBND xã Quang Trung, thị xã Bỉm Sơn, tỉnh Thanh Hóa",29/05/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrungbimsonthanhhoagovvn-1716892689
quangtrung.dongda.hanoi.gov.vn,"Phường Quang Trung,  Quận Đống Đa,  Thành phố Hà Nội",15/06/2021,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrungdongdahanoigovvn-1623563152
quangtrung.hoaan.caobang.gov.vn,"UBND xã Quang Trung, huyện Hòa An, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrunghoaancaobanggovvn-1703476154
quangtrung.ngoclac.thanhhoa.gov.vn,UBND xã Quang Trung tỉnh Thanh Hóa huyện Ngọc Lặc,29/05/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrungngoclacthanhhoagovvn-1716890796
quangtrung.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Trung Huyện Quảng Xương, Tỉnh Thanh Hóa",13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrungquangxuongthanhhoagovvn-1723523920
quangtrung.sontay.hanoi.gov.vn,"UBND phường Quang Trung, Hà Nội",20/06/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrungsontayhanoigovvn-1718872836
quangtrung.trungkhanh.caobang.gov.vn,"UBND xã Quang Trung, huyện Trùng Khánh, Cao Bằng",25/12/2023,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrungtrungkhanhcaobanggovvn-1703473658
